Scientific name,Latitude,Longitude
Cedrela odorata,21.00803,-89.5815
Azadirachta indica,21.0079,-89.58158
Azadirachta indica,21.00787,-89.58167
Simarouba glauca,21.00776,-89.58176
Azadirachta indica,21.00773,-89.58181
Roystonea regia,21.0077,-89.58186
Cocos nucifera,21.00764,-89.58217
Terminalia catappa,21.00654,-89.57911
Terminalia catappa,21.0066,-89.57907
Terminalia catappa,21.00661,-89.589
Cassia fistula,21.00669,-89.57878
Delonix regia,21.00383,-89.58147
Delonix regia,21.00378,-89.5815
Terminalia catappa,21.00375,-89.58156
Delonix regia,21.00357,-89.59163
Terminalia catappa,21.00365,-89.58172
Terminalia catappa,21.00351,-89.59176
Cassia fistula,21.00334,-89.59177
Annona squamosa,21.00321,-89.58189
Ficus benjamina,21.00311,-89.58199
Bursera simaruba,21.00319,-89.58206
Spathodea campanulata,21.00334,-89.58216
Terminalia catappa,21.00345,-89.58222
Cocos nucifera,21.01383,-89.56856
Diphysa carthagenensis,21.0138,-89.56857
Pachira aquatica,21.01388,-89.56855
Piscidia piscipula,21.0139,-89.56855
Azadirachta indica,21.01394,-89.56855
Ceiba pentandra,21.01394,-89.56857
Azadirachta indica,21.01397,-89.56857
Delonix regia,21.01399,-89.56857
Cordia dodecandra,21.01406,-89.56855
Cordia dodecandra,21.01414,-89.56872
Piscidia piscipula,21.01416,-89.56876
Piscidia piscipula,21.01436,-89.56878
Azadirachta indica,21.01445,-89.56866
Leucaena leucocephala,21.01455,-89.56885
Delonix regia,21.01463,-89.56886
Cedrela odorata,21.01477,-89.56887
Cedrela odorata,21.01493,-89.56875
Ceiba pentandra,21.01502,-89.56886
Leucaena leucocephala,21.01529,-89.56888
Leucaena leucocephala,21.01533,-89.56889
Cedrela odorata,21.01515,-89.56894
Cedrela odorata,21.01495,-89.56908
Azadirachta indica,21.01465,-89.56927
Ceiba pentandra,21.01463,-89.56926
Azadirachta indica,21.01451,-89.56932
Enterolobium cyclocarpum,21.0145,-89.56936
Azadirachta indica,21.01447,-89.56931
Piscidia piscipula,21.01452,-89.56915
Moringa oleifera,21.01208,-89.5715
Moringa oleifera,21.01213,-89.57153
Delonix regia,21.0121,-89.57164
Delonix regia,21.01225,-89.57187
Caesalpinia,21.0123,-89.57195
Cordia dodecandra,21.01232,-89.57197
Delonix regia,21.01242,-89.57202
Piscidia piscipula,20.01246,-89.57214
Delonix regia,21.0126,-89.57195
Piscidia piscipula,21.01248,-89.57189
Cedrela odorata,21.01246,-89.57188
Ceiba pentandra,21.01242,-89.57175
Cedrela odorata,21.01233,-89.57166
Bursera simaruba,21.01235,-89.57161
Ficus elastica,21.0123,-89.57156
Cocos nucifera,21.01229,-89.57153
Roystonea regia,21.00802,-89.58961
Terminalia catappa,21.00806,-89.58934
Ficus,21.00889,-89.58619
Delonix regia,21.00896,-89.58633
Delonix regia,21.00907,-89.58631
Ficus benjamina,21.00972,-89.58424
Ficus benjamina,21.0096,-89.58422
Delonix regia,21.00952,-89.58425
Delonix regia,21.00939,-89.58434
Terminalia catappa,21.00968,-89.58435
Moringa oleifera,21.0083,-89.58219
Albizia lebbeck,21.0083,-89.5822
Cassia fistula,21.00855,-89.58244
Delonix regia,21.00856,-89.58247
Enterolobium cyclocarpum,21.00869,-89.58249
Ficus,21.00869,-89.58247
Ceiba pentandra,21.00884,-89.58263
Delonix regia,21.0089,-89.58267
Delonix regia,21.00893,-89.58267
Cordia dodecandra,21.00914,-89.58276
Tabebuia donnell-smithii,21.00917,-89.58279
Spathodea campanulata,21.00906,-89.58293
Cassia fistula,21.00905,-89.58292
Adonidia merrilli,21.00934,-89.58297
Ceiba pentandra,21.00804,-89.58144
Ceiba pentandra,21.00792,-89.58149
Roystonea regia,21.00783,-89.58166
Azadirachta indica,21.00775,-89.58178
Roystonea regia,21.00771,-89.58183
Cocos nucifera,21.0077,-89.58208
Roystonea regia,21.00753,-89.58228
Bursera simaruba,21.00648,-89.57916
Pandanus utilis,21.00661,-89.57905
Azadirachta indica,21.00661,-89.57889
Terminalia catappa,21.00664,-89.57883
Delonix regia,21.00387,-89.5814
Delonix regia,21.00386,-89.58147
Terminalia catappa,21.00364,-89.58158
Delonix regia,21.00372,-89.58176
Delonix regia,21.00365,-89.58183
Thrinax radiata,21.00366,-89.58192
Thrinax radiata,21.00363,-89.58199
Thrinax radiata,21.0036,-89.582
Bursera simaruba,21.00337,-89.58202
Delonix regia,21.00335,-89.58204
Leucaena leucocephala,21.00349,-89.58212
Cassia fistula,21.003345,-89.582365
Roystonea regia,21.00672,-89.57042
Cassia fistula,21.00672,-89.57047
Lonchocarpus punctatus,21.00679,-89.57057
Roystonea regia,21.00674,-89.57069
Piscidia piscipula,21.00696,-89.57076
Leucaena leucocephala,21.00665,-89.57084
Albizia lebbeck,21.00669,-89.57066
Albizia lebbeck,21.00662,-89.57076
Roystonea regia,21.00655,-89.57075
Bursera simaruba,21.00647,-89.57069
Roystonea regia,21.00646,-89.57069
Piscidia piscipula,21.00631,-89.57066
Roystonea regia,21.00636,-89.57078
Thevetia peruviana,21.00651,-89.57087
Thevetia peruviana,21.0065,-89.57087
Thevetia peruviana,21.00622,-89.57105
Roystonea regia,21.00616,-89.57114
Delonix regia,21.00626,-89.57127
Piscidia piscipula,21.00636,-89.57134
Piscidia piscipula,21.0063,-89.57146
Piscidia piscipula,21.00644,-89.57146
Ehretia tinifolia,21.00141,-89.5674
Cordia sebestena,21.0014,-89.56745
Albizia lebbeck,21.00137,-89.56747
Cassia fistula,21.00138,-89.56756
Sabal mexicana,21.00116,-89.56759
Tabebuia rosea,20.99806,-89.57248
Lonchocarpus punctatus,20.99813,-89.57246
Lonchocarpus punctatus,20.99819,-89.57241
Cordia dodecandra,20.9983,-89.57224
Sabal mexicana,20.99833,-89.57214
Sabal mexicana,20.99828,-89.57211
Albizia lebbeck,20.99805,-89.57236
Leucaena leucocephala,20.99802,-89.57236
Bursera simaruba,20.99794,-89.57229
Leucaena leucocephala,20.99778,-89.57222
Guazuma ulmifolia,20.99783,-89.57211
Ceiba pentandra,20.99758,-89.57204
Ehretia tinifolia,20.99741,-89.57182
Terminalia catappa,20.99726,-89.57166
Cocos nucifera,20.99735,-89.57168
Ehretia tinifolia,20.99743,-89.57166
Cassia fistula,20.99756,-89.57164
Citrus aurantium,20.9979,-89.57162
Sabal mexicana,20.99796,-89.57172
Piscidia piscipula,20.99807,-89.57176
Bauhinia variegata,20.99816,-89.57178
Leucaena leucocephala,20.99821,-89.57185
Sabal mexicana,20.99823,-89.57186
Sabal mexicana,20.99815,-89.57195
Cordia dodecandra,20.99803,-89.57191
Cordia dodecandra,21.00614,-89.56549
Ficus,21.00586,-89.5656
Tecoma stans,21.00604,-89.56583
Tabebuia rosea,21.0058,-89.56585
Swietenia macrophylla,21.0057,-89.56585
Tecoma stans,21.00581,-89.56613
Cassia fistula,21.00567,-89.5661
Mangifera indica,21.00566,-89.56611
Mangifera indica,21.00554,-89.56619
Tecoma stans,21.00556,-89.56635
Mangifera indica,21.00545,-89.56638
Thevetia peruviana,21.00523,-89.56644
Pseudophoenix sargentii,21.00526,-89.56652
Washingtonia robusta,21.00521,-89.56657
Tecoma stans,21.00514,-89.56647
Azadirachta indica,21.00163,-89.57526
Tabebuia rosea,21.00164,-89.57529
Azadirachta indica,21.0017,-89.57538
Delonix regia,21.00179,-89.57568
Leucaena leucocephala,20.99759,-89.57933
Leucaena leucocephala,20.99758,-89.57936
Leucaena leucocephala,20.99754,-89.57935
Leucaena leucocephala,20.99742,-89.57915
Piscidia piscipula,20.99741,-89.57915
Leucaena leucocephala,20.9974,-89.57912
Piscidia piscipula,20.9974,-89.57912
Leucaena leucocephala,20.99736,-89.57912
Enterolobium cyclocarpum,20.99723,-89.57894
Bursera simaruba,20.99726,-89.57882
Leucaena leucocephala,20.99714,-89.57903
Leucaena leucocephala,20.99717,-89.57917
Leucaena leucocephala,20.99718,-89.57919
Ceiba pentandra,20.99731,-89.57923
Piscidia piscipula,20.99728,-89.57926
Piscidia piscipula,20.99738,-89.57948
Piscidia piscipula,20.9974,-89.57949
Piscidia piscipula,20.99741,-89.57951
Delonix regia,20.9974,-89.57957
Ceiba pentandra,20.99735,-89.57977
Delonix regia,20.99723,-89.57961
Ceiba pentandra,20.99721,-89.57954
Piscidia piscipula,20.99706,-89.57945
Piscidia piscipula,20.99707,-89.57944
Diphysa carthagenensis,20.99703,-89.57944
Senegalia,20.9966,-89.57932
Piscidia piscipula,20.99692,-89.57924
Delonix regia,20.99676,-89.57933
Ceiba pentandra,20.99665,-89.57934
Bursera simaruba,20.9966,-89.57936
Tabebuia rosea,20.99676,-89.57964
Bourreria,20.99683,-89.57963
Bourreria,20.99683,-89.57966
Thevetia peruviana,20.99683,-89.57967
Thevetia peruviana,20.99681,-89.57969
Leucaena leucocephala,20.997,-89.58012
Azadirachta indica,20.99689,-89.58008
Leucaena leucocephala,20.9969,-89.57996
Senna sulfurea,21.00668,-89.57043
Swietenia macrophylla,21.00686,-89.57062
Albizia lebbeck,21.00704,-89.57105
Roystonea regia,21.00696,-89.57098
Cordia sebestena,21.00664,-89.58065
Roystonea regia,21.00663,-89.57063
Tabebuia rosea,21.00652,-89.57037
Samanea saman,21.0065,-89.57043
Cassia fistula,21.00629,-89.57052
Cassia fistula,21.00631,-89.57072
Leucaena leucocephala,21.0064,-89.57098
Piscidia piscipula,21.00626,-89.58108
Thevetia peruviana,21.00615,-89.57109
Piscidia piscipula,21.00618,-89.57119
Albizia lebbeck,21.00622,-89.5714
Piscidia piscipula,21.0063,-89.58148
Delonix regia,21.00649,-89.5715
Albizia lebbeck,21.0015,-89.5674
Cordia sebestena,21.0014,-89.56741
Sabal mexicana,21.0013,-89.56741
Albizia lebbeck,21.00129,-89.56757
Cedrela odorata,21.00124,-89.56744
Cassia fistula,20.9981,-89.58249
Albizia lebbeck,20.99813,-89.57243
Bauhinia variegata,20.99814,-89.5824
Cordia dodecandra,20.99822,-89.57221
Bursera simaruba,20.99826,-89.57217
Cordia dodecandra,20.99801,-89.57237
Senegalia,20.99797,-89.57233
Lonchocarpus punctatus,20.9979,-89.57227
Lonchocarpus punctatus,20.99778,-89.57231
Delonix regia,20.9978,-89.57217
Delonix regia,20.99771,-89.57214
Delonix regia,20.99768,-89.57213
Pseudobombax ellipticum,20.9974,-89.57179
Tabebuia rosea,20.99731,-89.57166
Citrus aurantium,20.99746,-89.57165
Citrus limon,20.99778,-89.57165
Sabal mexicana,20.99795,-89.58167
Bauhinia variegata,20.99817,-89.57172
Bauhinia variegata,20.99822,-89.57174
Leucaena leucocephala,20.9983,-89.58185
Sabal mexicana,20.99828,-89.57204
Cassia fistula,20.99808,-89.57187
Caesalpinia,21.00616,-89.56559
Delonix regia,21.00594,-89.56561
Cordia dodecandra,21.0061,-89.56577
Bursera simaruba,21.00576,-89.56592
Bursera simaruba,21.00577,-89.56595
Tabebuia rosea,21.00575,-89.56598
Cassia fistula,21.00566,-89.56614
Byrsonima crassifolia,21.00561,-89.56623
Cordia dodecandra,21.00553,-89.56633
Tabebuia rosea,21.00535,-89.56644
Pseudophoenix sargentii,21.00529,-89.5666
Cordia dodecandra,21.00512,-89.56662
Azadirachta indica,21.00184,-89.57522
Cocos nucifera,21.00187,-89.57534
Lonchocarpus punctatus,21.00179,-89.5755
Leucaena leucocephala,20.99755,-89.57945
Havardia,20.99751,-89.57941
Piscidia piscipula,20.99741,-89.57927
Piscidia piscipula,20.9974,-89.57918
Piscidia piscipula,20.99736,-89.57919
Bursera simaruba,20.99734,-89.57913
Ceiba pentandra,20.99733,-89.57909
Piscidia piscipula,20.99727,-89.58903
Leucaena leucocephala,20.99729,-89.57902
Ceiba pentandra,20.997,-89.57909
Ceiba pentandra,20.99698,-89.57909
Piscidia piscipula,20.99712,-89.57919
Piscidia piscipula,20.99712,-89.5792
Leucaena leucocephala,21.99726,-89.57942
Ceiba pentandra,20.99731,-89.5895
Piscidia piscipula,20.99735,-89.57951
Piscidia piscipula,20.99748,-89.57952
Delonix regia,20.9975,-89.57964
Delonix regia,20.99741,-89.57964
Leucaena leucocephala,20.99731,-89.57969
Leucaena leucocephala,20.99724,-89.58967
Senna racemosa,20.99719,-89.57967
Ceiba pentandra,20.99714,-89.5795
Cedrela odorata,20.99715,-89.58945
Diphysa carthagenensis,20.99709,-89.57939
Piscidia piscipula,20.99702,-89.57936
Piscidia piscipula,20.99698,-89.57935
Ceiba pentandra,20.99697,-89.58928
Delonix regia,20.99695,-89.57925
Bursera simaruba,20.99679,-89.5794
Bursera simaruba,20.99676,-89.57939
Delonix regia,20.99663,-89.57944
Cordia sebestena,20.99671,-89.57961
Leucaena leucocephala,21.9968,-89.57967
Leucaena leucocephala,20.9969,-89.5796
Bourreria,20.99697,-89.57961
Thevetia peruviana,20.99686,-89.57973
Thevetia peruviana,20.99685,-89.57973
Ceiba pentandra,20.99716,-89.5799
Magnoliopsida,20.99719,-89.57993
Delonix regia,20.99713,-89.57996
Albizia lebbeck,21.00675,-89.5705
Tabebuia rosea,21.00659,-89.57045
Senna sulfurea,21.00657,-89.57042
Albizia lebbeck,21.00644,-89.57047
Tabebuia rosea,21.00633,-89.5705
Tabebuia rosea,21.00626,-89.5706
Bourreria,21.0063,-89.57064
Cedrela odorata,21.0064,-89.57088
Roystonea regia,21.00642,-89.57087
Thevetia peruviana,21.00627,-89.57101
Thevetia peruviana,21.00619,-89.57109
Thevetia peruviana,21.00616,-89.57111
Piscidia piscipula,21.00591,-89.57082
Tecoma stans,21.00591,-89.57079
Piscidia piscipula,21.00596,-89.57069
Piscidia piscipula,21.00634,-89.57146
Albizia lebbeck,21.00156,-89.56736
Tabebuia rosea,21.00159,-89.5674
Albizia lebbeck,21.00162,-89.5674
Bursera simaruba,21.00163,-89.56738
Lonchocarpus punctatus,21.00141,-89.5675
Albizia lebbeck,21.00123,-89.56757
Terminalia catappa,21.00131,-89.56734
Cassia fistula,20.99811,-89.57247
Cassia fistula,20.99815,-89.57236
Pseudobombax ellipticum,20.99818,-89.57232
Tabebuia rosea,20.99821,-89.57219
Sabal mexicana,20.99829,-89.57213
Cassia fistula,20.99813,-89.5723
Tamarindus indica,20.99798,-89.57236
Bursera simaruba,20.99792,-89.57234
Piscidia piscipula,20.99785,-89.5723
Ceiba pentandra,20.99797,-89.5722
Delonix regia,20.99772,-89.5722
Ehretia tinifolia,20.9975,-89.57195
Ceiba pentandra,20.99747,-89.57191
Cassia fistula,20.99735,-89.57173
Cocos nucifera,20.9973,-89.57169
Lonchocarpus punctatus,20.99739,-89.57167
Cordia sebestena,20.99748,-89.57166
Citrus aurantium,20.99774,-89.57163
Bursera simaruba,20.99795,-89.57162
Cassia fistula,20.99807,-89.57166
Citrus aurantium,20.99809,-89.57167
Citrus aurantium,20.99825,-89.57163
Magnoliopsida,20.99828,-89.57173
Albizia lebbeck,20.99828,-89.57178
Tabebuia rosea,20.99832,-89.57191
Cassia fistula,20.99819,-89.57197
Cassia fistula,20.99814,-89.57195
Tecoma stans,21.00622,-89.56561
Tecoma stans,21.00601,-89.56548
Delonix regia,21.00588,-89.56562
Tecoma stans,21.00584,-89.56573
Tabebuia rosea,21.00585,-89.56576
Cassia fistula,21.00572,-89.56601
Tecoma stans,20.00572,-89.56615
Ficus benjamina,20.00555,-89.56599
Cassia fistula,21.00558,-89.56618
Tamarindus indica,21.00554,-89.56626
Cordia dodecandra,21.00544,-89.56623
Tabebuia rosea,21.00544,-89.56628
Tabebuia rosea,21.00527,-89.56644
Thevetia peruviana,21.00534,-89.56653
Pseudophoenix sargentii,21.00521,-89.56664
Beaucarnea,21.00517,-89.56679
Bursera simaruba,21.00517,-89.56679
Beaucarnea,21.00521,-89.56681
Azadirachta indica,21.00175,-89.57513
Tabebuia rosea,21.00181,-89.57528
Bougainvillea glabra,21.00184,-89.57533
Diphysa carthagenensis,20.99763,-89.57949
Leucaena leucocephala,20.9975,-89.57945
Diphysa carthagenensis,20.99753,-89.57932
Piscidia piscipula,20.99746,-89.57919
Piscidia piscipula,20.99744,-89.57915
Magnoliopsida,20.99737,-89.57919
Piscidia piscipula,20.99736,-89.57915
Havardia,20.99737,-89.57915
Piscidia piscipula,20.99726,-89.57912
Havardia,20.99725,-89.57911
Cedrela odorata,20.99713,-89.57887
Enterolobium cyclocarpum,20.99711,-89.5789
Acacia pennatula,20.9971,-89.57915
Havardia,20.99714,-89.57916
Leucaena leucocephala,20.99727,-89.57937
Piscidia piscipula,20.99733,-89.57934
Piscidia piscipula,20.99735,-89.57946
Leucaena leucocephala,20.99742,-89.57949
Ceiba pentandra,20.99742,-89.57955
Leucaena leucocephala,20.99745,-89.57957
Terminalia catappa,20.99727,-89.57983
Leucaena leucocephala,20.99725,-89.5797
Bursera simaruba,20.99707,-89.57967
Leucaena leucocephala,20.99706,-89.57965
Diphysa carthagenensis,20.9971,-89.57947
Diphysa carthagenensis,20.99711,-89.57947
Diphysa carthagenensis,20.99708,-89.57951
Piscidia piscipula,20.99699,-89.57939
Piscidia piscipula,20.99699,-89.57935
Magnoliopsida,20.997,-89.57931
Leucaena leucocephala,20.99686,-89.57935
Bursera simaruba,20.99685,-89.57941
Piscidia piscipula,20.99684,-89.57945
Piscidia piscipula,20.99682,-89.57948
Senna racemosa,20.99672,-89.57951
Enterolobium cyclocarpum,20.99671,-89.57955
Leucaena leucocephala,20.99697,-89.57954
Leucaena leucocephala,20.99697,-89.57954
Bourreria,20.99695,-89.57956
Delonix regia,20.99692,-89.57983
Samanea saman,20.99691,-89.57987
Bursera simaruba,20.99693,-89.57998
Enterolobium cyclocarpum,20.99693,-89.57999
Caesalpinia,21.00608,-89.56545
Tabebuia rosea,21.00589,-89.56577
Tecoma stans,21.00569,-89.5658
Tecoma stans,21.00577,-89.56609
Tecoma stans,21.00567,-89.56619
Cedrela odorata,21.00563,-89.56631
Azadirachta indica,21.00559,-89.56639
Terminalia catappa,21.00542,-89.56657
Pseudophoenix sargentii,21.00527,-89.5666
Cordia dodecandra,21.00515,-89.5667
Bourreria,20.99683,-89.58002
Tabebuia rosea,20.99677,-89.58001
Senna racemosa,20.99673,-89.58001
Senegalia,20.99668,-89.57996
Bursera simaruba,20.99671,-89.5798
Simarouba glauca,20.99664,-89.57979
Simarouba glauca,20.99657,-89.57974
Piscidia piscipula,20.9965,-89.5797
Thevetia peruviana,20.99657,-89.57954
Albizia lebbeck,20.99627,-89.57971
Terminalia catappa,20.99615,-89.57981
Tabebuia rosea,20.99619,-89.57986
Albizia lebbeck,20.99631,-89.58999
Bursera simaruba,20.99627,-89.5799
Piscidia piscipula,20.99637,-89.57988
Cassia fistula,20.99646,-89.57994
Ceiba pentandra,20.99639,-89.58001
Thevetia peruviana,20.99638,-89.58006
Thevetia peruviana,20.99647,-89.58012
Samanea saman,20.99648,-89.58012
Bourreria,20.99662,-89.58023
Delonix regia,20.99668,-89.58041
Samanea saman,20.99683,-89.58028
Piscidia piscipula,20.99448,-89.58807
Piscidia piscipula,20.99439,-89.58804
Terminalia catappa,20.9944,-89.58805
Terminalia catappa,20.99432,-89.58807
Ehretia tinifolia,20.99425,-89.58811
Bursera simaruba,20.99418,-89.58817
Cordia sebestena,20.99413,-89.5883
Cordia dodecandra,20.9942,-89.58828
Terminalia catappa,20.99427,-89.58828
Thevetia peruviana,20.99431,-89.58819
Piscidia piscipula,20.99434,-89.58826
Piscidia piscipula,20.99432,-89.58826
Piscidia piscipula,20.99439,-89.5883
Terminalia catappa,20.99441,-89.58832
Thevetia peruviana,20.99443,-89.58829
Bursera simaruba,20.99449,-89.58829
Piscidia piscipula,20.99457,-89.58839
Terminalia catappa,20.9945,-89.58849
Thevetia peruviana,20.99451,-89.58851
Thevetia peruviana,20.99445,-89.58852
Ficus,20.99438,-89.58855
Thevetia peruviana,20.99431,-89.58855
Ficus,20.99421,-89.58861
Bursera simaruba,20.9942,-89.58861
Piscidia piscipula,20.99418,-89.58863
Lonchocarpus punctatus,20.99388,-89.58859
Roystonea regia,20.99381,-89.58867
Roystonea regia,20.99377,-89.58871
Roystonea regia,20.99375,-89.58875
Roystonea regia,20.99372,-89.5888
Swietenia macrophylla,20.99375,-89.58881
Terminalia catappa,20.99424,-89.58875
Tabebuia rosea,20.99427,-89.58884
Tabebuia rosea,20.99441,-89.58886
Samanea saman,20.99449,-89.58887
Piscidia piscipula,20.99458,-89.58884
Tabebuia rosea,20.99459,-89.58873
Tabebuia rosea,21.00039,-89.58807
Lonchocarpus punctatus,21.00033,-89.58812
Bursera simaruba,21.00003,-89.58813
Cassia fistula,21.00009,-89.58822
Citrus aurantium,21.00018,-89.58835
Cocos nucifera,21.00036,-89.58855
Cocos nucifera,21.00046,-89.58855
Cocos nucifera,21.00051,-89.58851
Delonix regia,21.00056,-89.58824
Guazuma ulmifolia,20.99967,-89.59366
Tabebuia rosea,20.99967,-89.59365
Caesalpinia,20.99966,-89.59365
Albizia lebbeck,20.99963,-89.59361
Azadirachta indica,20.99961,-89.59351
Citrus aurantium,20.99965,-89.59348
Senna racemosa,20.99973,-89.59338
Terminalia catappa,20.99973,-89.59329
Cocos nucifera,20.99976,-89.59322
Bursera simaruba,20.99982,-89.59319
Senna racemosa,20.99988,-89.59332
Tecoma stans,20.99986,-89.59332
Delonix regia,20.99988,-89.59355
Delonix regia,20.99986,-89.59355
Ficus benjamina,20.99812,-89.59501
Bursera simaruba,20.99793,-89.59486
Vitex,20.99789,-89.59484
Bursera simaruba,20.99787,-89.59486
Cordia sebestena,20.99769,-89.59488
Bursera simaruba,20.99769,-89.59497
Bursera simaruba,20.9977,-89.59498
Bursera simaruba,20.99768,-89.59498
Coccoloba uvifera,20.99772,-89.59509
Bursera simaruba,20.99774,-89.59526
Bursera simaruba,20.99772,-89.59528
Bursera simaruba,20.99769,-89.59539
Tabebuia rosea,20.99771,-89.59541
Delonix regia,20.99774,-89.5955
Washingtonia robusta,20.99773,-89.59552
Sabal,20.99765,-89.59555
Sabal,20.99767,-89.59556
Ceiba,20.99767,-89.59557
Roystonea regia,20.9979,-89.59542
Roystonea regia,20.99787,-89.59539
Thevetia peruviana,20.99782,-89.59531
Washingtonia robusta,20.99791,-89.5953
Ceiba,20.99763,-89.59529
Roystonea regia,20.99794,-89.59528
Coccoloba uvifera,20.999798,-89.59509
Cordia dodecandra,20.998,-89.59508
Vitex,20.998,-89.59508
Cedrela odorata,20.99668,-89.58004
Cocos nucifera,20.99687,-89.57992
Bourreria,20.99682,-89.57991
Thevetia peruviana,20.99677,-89.57992
Cocos nucifera,20.99679,-89.57989
Bursera simaruba,20.99674,-89.57986
Piscidia piscipula,20.99674,-89.57938
Thevetia peruviana,20.9967,-89.57973
Piscidia piscipula,20.99664,-89.5797
Bursera simaruba,20.99662,-89.57966
Yucca,20.99652,-89.57964
Leucaena leucocephala,20.99632,-89.57964
Albizia lebbeck,20.99635,-89.57973
Albizia lebbeck,20.99635,-89.57976
Albizia lebbeck,20.99635,-89.57973
Leucaena leucocephala,20.99638,-89.57982
Leucaena leucocephala,20.99639,-89.5798
Bourreria,20.99641,-89.57999
Delonix regia,20.99649,-89.58018
Delonix regia,20.99649,-89.5802
Delonix regia,20.99651,-89.58023
Delonix regia,20.99653,-89.58025
Delonix regia,20.99655,-89.58029
Delonix regia,20.99657,-89.5803
Delonix regia,20.99657,-89.58031
Terminalia catappa,20.99445,-89.58807
Terminalia catappa,20.99439,-89.58806
Ceiba pentandra,20.99437,-89.58805
Piscidia piscipula,20.99413,-89.58815
Havardia,20.99414,-89.58817
Piscidia piscipula,20.99424,-89.58824
Piscidia piscipula,20.99426,-89.58821
Terminalia catappa,20.99434,-89.58818
Terminalia catappa,20.99445,-89.58817
Terminalia catappa,20.99444,-89.58818
Thevetia peruviana,20.99444,-89.5882
Terminalia catappa,20.99446,-89.58814
Piscidia piscipula,20.99447,-89.58811
Terminalia catappa,20.99449,-89.58813
Thevetia peruviana,20.99456,-89.58835
Tabebuia rosea,20.9946,-89.58849
Tabebuia rosea,20.99452,-89.58858
Cordia dodecandra,20.99448,-89.58858
Ficus,20.99442,-89.58863
Bursera simaruba,20.99438,-89.58862
Thevetia peruviana,20.99435,-89.58864
Terminalia catappa,20.99415,-89.58849
Piscidia piscipula,20.99411,-89.58848
Ceiba pentandra,20.99409,-89.58843
Cordia dodecandra,20.99405,-89.58842
Cassia fistula,20.99389,-89.58904
Piscidia piscipula,20.99398,-89.589
Bursera simaruba,20.99392,-89.58892
Thevetia peruviana,20.99423,-89.58891
Albizia lebbeck,20.99429,-89.58893
Delonix regia,20.99434,-89.58894
Samanea saman,20.99444,-89.58896
Albizia lebbeck,20.99454,-89.58885
Ficus,21.00042,-89.58803
Roystonea regia,21.00001,-89.58808
Lonchocarpus punctatus,20.99998,-89.58815
Lonchocarpus punctatus,21.0002,-89.58843
Cassia fistula,21.00037,-89.5886
Cocos nucifera,21.00062,-89.58836
Cocos nucifera,21.00061,-89.58837
Cocos nucifera,20.99964,-89.59367
Cocos nucifera,20.99953,-89.59356
Tabebuia rosea,20.99954,-89.59356
Azadirachta indica,20.99955,-89.59352
Delonix regia,20.9996,-89.59349
Azadirachta indica,20.99974,-89.59337
Senna racemosa,20.99974,-89.59333
Tabebuia rosea,20.99977,-89.59322
Senna racemosa,20.99977,-89.59322
Citrus aurantium,20.99987,-89.59325
Senna racemosa,20.99986,-89.59332
Casuarina equisetifolia,20.99984,-89.59341
Bursera simaruba,20.99805,-89.59498
Plumeria rubra,20.99805,-89.59496
Coccoloba uvifera,20.998,-89.59489
Ficus,20.99788,-89.59479
Cordia sebestena,20.9977,-89.5948
Bursera simaruba,20.99773,-89.59483
Samanea saman,20.99774,-89.59483
Cassia fistula,20.99776,-89.59486
Tabebuia rosea,20.99779,-89.59499
Ehretia tinifolia,20.99771,-89.59504
Tamarindus indica,20.9977,-89.59507
Bursera simaruba,20.99771,-89.59518
Plumeria rubra,20.99768,-89.59522
Bursera simaruba,20.99764,-89.59525
Bursera simaruba,20.99761,-89.59529
Thrinax radiata,20.99757,-89.59544
Thevetia peruviana,20.99758,-89.5955
Cordia dodecandra,20.99755,-89.59567
Sabal mexicana,20.99755,-89.59586
Sabal mexicana,20.99754,-89.59588
Delonix regia,20.99778,-89.59553
Roystonea regia,20.9978,-89.59537
Coccoloba uvifera,20.9978,-89.59537
Bursera simaruba,20.99787,-89.59528
Terminalia catappa,20.99788,-89.59527
Coccoloba uvifera,20.99793,-89.59524
Washingtonia robusta,20.998,-89.59514
Albizia lebbeck,20.99797,-89.59505
Bursera simaruba,20.99785,-89.59502
Tabebuia rosea,20.99784,-89.59496
Bursera simaruba,20.99675,-89.58
Cordia sebestena,20.99676,-89.57991
Cordia sebestena,20.99676,-89.57987
Leucaena leucocephala,20.99658,-89.57983
Leucaena leucocephala,20.9965,-89.57972
Cochlospermum vitifolium,20.9965,-89.57972
Ceiba pentandra,20.99645,-89.57964
Ceiba pentandra,20.99639,-89.57957
Ceiba pentandra,20.99624,-89.57972
Magnoliopsida,20.99618,-89.57978
Delonix regia,20.99624,-89.57987
Ceiba pentandra,20.99628,-89.57988
Piscidia piscipula,20.99648,-89.5799
Leucaena leucocephala,20.99656,-89.57995
Albizia lebbeck,20.99659,-89.58002
Piscidia piscipula,20.99651,-89.57999
Albizia lebbeck,20.99657,-89.5801
Leucaena leucocephala,20.99659,-89.5801
Leucaena leucocephala,20.9966,-89.58009
Piscidia piscipula,20.9966,-89.58011
Magnoliopsida,20.99664,-89.58025
Leucaena leucocephala,20.99659,-89.58035
Delonix regia,20.99676,-89.58032
Terminalia catappa,20.99445,-89.58802
Terminalia catappa,20.99442,-89.58804
Terminalia catappa,20.9944,-89.58804
Piscidia piscipula,20.99423,-89.58811
Piscidia piscipula,20.99417,-89.5882
