Scientific name,Latitude,Longitude
Piscidia piscipula,20.95292,-89.68018
Sabal mexicana,20.95276,-89.68009
Piscidia piscipula,20.95273,-89.68012
Piscidia piscipula,20.95261,-89.68017
Caesalpinia,20.95254,-89.68018
Ceiba pentandra,20.95138,-89.65926
Roystonea regia,20.9514,-89.65941
Roystonea regia,20.9514,-89.65947
Roystonea regia,20.95141,-89.65972
Roystonea regia,20.95141,-89.65991
Annona,20.95135,-89.66012
Tabebuia rosea,20.95111,-89.6596
Beaucarnea,20.95114,-89.65952
Diphysa carthagenensis,20.95106,-89.65922
Bursera simaruba,20.94711,-89.6592
Albizia lebbeck,20.94712,-89.65907
Bursera simaruba,20.94724,-89.65923
Cocos nucifera,20.9474,-89.6587
Terminalia catappa,20.95803,-89.67348
Albizia lebbeck,20.95798,-89.67293
Delonix regia,20.95799,-89.67297
Tabebuia rosea,20.96138,-89.6775
Tabebuia rosea,20.96113,-89.67761
Albizia lebbeck,20.9612,-89.67744
Albizia lebbeck,20.96098,-89.67753
Albizia lebbeck,20.96095,-89.67754
Albizia lebbeck,20.96094,-89.67737
Albizia lebbeck,20.96087,-89.67734
Albizia lebbeck,20.96078,-89.67734
Albizia lebbeck,20.96073,-89.67731
Albizia lebbeck,20.9607,-89.6771
Albizia lebbeck,20.96048,-89.67738
Bursera simaruba,20.96043,-89.67743
Albizia lebbeck,20.96053,-89.67754
Albizia lebbeck,20.96056,-89.67756
Albizia lebbeck,20.96074,-89.67764
Albizia lebbeck,20.96043,-89.67761
Albizia lebbeck,20.96039,-89.67764
Albizia lebbeck,20.9604,-89.67775
Albizia lebbeck,20.96049,-89.67786
Albizia lebbeck,20.96068,-89.6779
Albizia lebbeck,20.96091,-89.67787
Albizia lebbeck,20.96095,-89.67778
Albizia lebbeck,20.96094,-89.67802
Albizia lebbeck,20.9609,-89.67796
Albizia lebbeck,20.96037,-89.67791
Albizia lebbeck,20.96036,-89.678
Albizia lebbeck,20.96022,-89.67845
Moringa oleifera,20.96018,-89.67882
Albizia lebbeck,20.96087,-89.67893
Swietenia macrophylla,20.961,-89.67883
Bursera simaruba,20.94728,-89.65868
Manilkara zapota,20.94745,-89.65891
Terminalia catappa,20.95818,-89.6736
Delonix regia,20.95797,-89.67294
Moringa oleifera,20.96115,-89.67801
Albizia lebbeck,20.96116,-89.67804
Tabebuia rosea,20.96136,-89.67756
Albizia lebbeck,20.96095,-89.6776
Albizia lebbeck,20.96089,-89.67735
Albizia lebbeck,20.96076,-89.67734
Tabebuia rosea,20.96046,-89.67728
Albizia lebbeck,20.96053,-89.67756
Albizia lebbeck,20.96081,-89.67767
Albizia lebbeck,20.96039,-89.67758
Albizia lebbeck,20.9604,-89.67776
Albizia lebbeck,20.96055,-89.67787
Albizia lebbeck,20.96055,-89.67788
Albizia lebbeck,20.96093,-89.67827
Albizia lebbeck,20.96058,-89.6779
Moringa oleifera,20.96037,-89.67796
Albizia lebbeck,20.96022,-89.67863
Albizia lebbeck,20.96079,-89.67896
Terminalia catappa,20.95128,-89.65943
Tabebuia rosea,20.95128,-89.65951
Roystonea regia,20.95138,-89.6598
Tabebuia rosea,20.95135,-89.65987
Terminalia catappa,20.95137,-89.66006
Terminalia catappa,20.95085,-89.66021
Tabebuia rosea,20.95114,-89.6596
Terminalia catappa,20.95123,-89.65944
Terminalia catappa,20.95118,-89.65942
Diphysa carthagenensis,20.95108,-89.6592
Annona squamosa,20.94729,-89.65851
Albizia lebbeck,20.947,-89.6589
Albizia lebbeck,20.947,-89.6589
Cedrela odorata,20.94725,-89.65913
Cedrela odorata,20.94731,-89.65919
Psidium guajava,20.9474,-89.65865
Delonix regia,20.95805,-89.67376
Samanea saman,20.95811,-89.67355
Ficus benjamina,20.95823,-89.6729
Delonix regia,20.95797,-89.673
Albizia lebbeck,20.96151,-89.67814
Albizia lebbeck,20.9615,-89.67809
Albizia lebbeck,20.96148,-89.67799
Albizia lebbeck,20.96142,-89.67765
Albizia lebbeck,20.9613,-89.67766
Tabebuia rosea,20.96133,-89.67755
Moringa oleifera,20.96133,-89.67752
Albizia lebbeck,20.96102,-89.67743
Albizia lebbeck,20.96094,-89.67759
Albizia lebbeck,20.96091,-89.67733
Albizia lebbeck,20.96089,-89.67732
Albizia lebbeck,20.9608,-89.67732
Albizia lebbeck,20.96072,-89.67729
Albizia lebbeck,20.9605,-89.67726
Albizia lebbeck,20.96047,-89.67741
Tabebuia rosea,20.9604,-89.67748
Albizia lebbeck,20.96054,-89.67757
Albizia lebbeck,20.9606,-89.6776
Moringa oleifera,20.96052,-89.6776
Moringa oleifera,20.96039,-89.67765
Moringa oleifera,20.96034,-89.67773
Leucaena leucocephala,20.96043,-89.67783
Thevetia peruviana,20.96043,-89.67785
Albizia lebbeck,20.96091,-89.6779
Albizia lebbeck,20.96093,-89.67785
Albizia lebbeck,20.961,-89.67812
Albizia lebbeck,20.96098,-89.67799
Albizia lebbeck,20.96047,-89.67788
Moringa oleifera,20.96036,-89.67784
Albizia lebbeck,20.96036,-89.67786
Albizia lebbeck,20.96028,-89.6782
Moringa oleifera,20.9602,-89.67867
Albizia lebbeck,20.96047,-89.6789
Albizia lebbeck,20.96098,-89.67889
Albizia lebbeck,20.96113,-89.67865
Piscidia piscipula,20.95424,-89.68269
Bursera simaruba,20.95417,-89.68312
Ficus benjamina,20.95426,-89.6833
Ficus benjamina,20.95393,-89.68336
Magnoliopsida,20.95366,-89.68372
Lysiloma latisiliquum,20.95369,-89.68369
Tecoma stans,20.95363,-89.68354
Terminalia catappa,20.95364,-89.68351
Tecoma stans,20.95367,-89.68324
Tecoma stans,20.9536,-89.68325
Magnoliopsida,20.95342,-89.68327
Ficus benjamina,20.95349,-89.68341
Lysiloma latisiliquum,20.95358,-89.68356
Piscidia piscipula,20.95352,-89.68361
Piscidia piscipula,20.95355,-89.68375
Ficus benjamina,20.95327,-89.68385
Magnoliopsida,20.95308,-89.68377
Ehretia tinifolia,20.95316,-89.68353
Ficus,20.95327,-89.68342
Tecoma stans,20.9533,-89.68337
Moringa oleifera,20.95312,-89.68336
Sabal mexicana,20.95328,-89.68039
Magnoliopsida,20.95329,-89.68037
Bursera simaruba,20.95327,-89.68031
Piscidia piscipula,20.9532,-89.68027
Piscidia piscipula,20.95317,-89.68027
Bourreria,20.9531,-89.68043
Cordia dodecandra,20.95304,-89.68044
Piscidia piscipula,20.95303,-89.68027
Diphysa carthagenensis,20.95302,-89.68024
Piscidia piscipula,20.95305,-89.68019
Piscidia piscipula,20.95301,-89.68016
Piscidia piscipula,20.95292,-89.68015
Piscidia piscipula,20.95287,-89.68015
Piscidia piscipula,20.95268,-89.68018
Lysiloma latisiliquum,20.95265,-89.68015
Piscidia piscipula,20.95258,-89.68016
Magnoliopsida,20.9526,-89.68023
Piscidia piscipula,20.95262,-89.68017
Piscidia piscipula,20.96243,-89.68033
Piscidia piscipula,20.95254,-89.6803
Piscidia piscipula,20.95259,-89.68032
Piscidia piscipula,20.95256,-89.68045
Piscidia piscipula,20.95243,-89.68062
Piscidia piscipula,20.95247,-89.68065
Piscidia piscipula,20.95251,-89.68058
Piscidia piscipula,20.95264,-89.68052
Piscidia piscipula,20.95289,-89.68043
Acacia pennatula,20.95273,-89.68054
Piscidia piscipula,20.95263,-89.68031
Piscidia piscipula,20.95266,-89.68032
Piscidia piscipula,20.95272,-89.68023
Piscidia piscipula,20.9527,-89.68018
Piscidia piscipula,20.95287,-89.68022
Piscidia piscipula,20.95308,-89.67963
Annona squamosa,20.953,-89.67969
Piscidia piscipula,20.953,-89.67971
Piscidia piscipula,20.95302,-89.67962
Bursera simaruba,20.95315,-89.67948
Piscidia piscipula,20.95326,-89.67938
Piscidia piscipula,20.95297,-89.6794
Piscidia piscipula,20.95295,-89.67953
Leucaena leucocephala,20.95294,-89.67945
Piscidia piscipula,20.95292,-89.67935
Caesalpinia,20.95296,-89.67936
Caesalpinia,20.95309,-89.67931
Tecoma stans,20.95211,-89.67926
Caesalpinia,20.95292,-89.67921
Leucaena leucocephala,20.95283,-89.67905
Tecoma stans,20.95291,-89.67886
Leucaena leucocephala,20.95292,-89.67887
Leucaena leucocephala,20.95278,-89.67896
Leucaena leucocephala,20.95273,-89.67902
Delonix regia,20.9494,-89.68019
Ehretia tinifolia,20.9494,-89.68
Ehretia tinifolia,20.94941,-89.67996
Delonix regia,20.94929,-89.67991
Tamarindus indica,20.94905,-89.68017
Leucaena leucocephala,20.9473,-89.68334
Leucaena leucocephala,20.94725,-89.68335
Magnoliopsida,20.94719,-89.68343
Senegalia,20.9471,-89.6834
Leucaena leucocephala,20.94709,-89.68335
Swietenia macrophylla,20.94689,-89.6834
Azadirachta indica,20.94668,-89.6834
Cassia fistula,20.94681,-89.68376
Magnoliopsida,20.94709,-89.68355
Senna racemosa,20.94717,-89.68364
Leucaena leucocephala,20.94725,-89.68371
Piscidia piscipula,20.9474,-89.68363
Tabebuia rosea,20.94747,-89.68362
Cassia fistula,20.94743,-89.68379
Tabebuia rosea,20.94729,-89.68395
Cordia dodecandra,20.94712,-89.68378
Cordia dodecandra,20.94691,-89.68398
Ehretia tinifolia,20.95405,-89.69392
Bursera simaruba,20.95419,-89.69357
Tabebuia rosea,20.95366,-89.69328
Terminalia catappa,20.95359,-89.69351
Citrus limon,20.95353,-89.69388
Thevetia peruviana,20.95369,-89.69406
Piscidia piscipula,20.95099,-89.68885
Piscidia piscipula,20.95053,-89.68868
Bursera simaruba,20.95013,-89.68865
Terminalia catappa,20.95043,-89.68928
Piscidia piscipula,20.95557,-89.69209
Piscidia piscipula,20.95238,-89.68029
Piscidia piscipula,20.95245,-89.68034
Piscidia piscipula,20.95249,-89.68034
Pithecellobium dulce,20.95253,-89.68036
Caesalpinia,20.95253,-89.6805
Piscidia piscipula,20.95244,-89.68048
Piscidia piscipula,20.9525,-89.68052
Piscidia piscipula,20.95241,-89.68063
Piscidia piscipula,20.95243,-89.68066
Piscidia piscipula,20.95248,-89.68069
Piscidia piscipula,20.95249,-89.68064
Piscidia piscipula,20.95252,-89.68065
Piscidia piscipula,20.95284,-89.68056
Piscidia piscipula,20.95277,-89.68045
Piscidia piscipula,20.95275,-89.68044
Piscidia piscipula,20.95265,-89.68034
Senegalia,20.95268,-89.68029
Piscidia piscipula,20.9527,-89.68034
Pithecellobium dulce,20.95272,-89.68031
Thouinia,20.95284,-89.68031
Piscidia piscipula,20.95322,-89.67961
Caesalpinia,20.95307,-89.6797
Tecoma stans,20.95299,-89.67972
Piscidia piscipula,20.95305,-89.67966
Piscidia piscipula,20.95313,-89.67953
Bursera simaruba,20.95319,-89.67946
Piscidia piscipula,20.95318,-89.67942
Senegalia,20.9531,-89.67941
Bursera simaruba,20.95287,-89.67947
Piscidia piscipula,20.95289,-89.67936
Bursera simaruba,20.9529,-89.67935
Caesalpinia,20.95303,-89.67931
Piscidia piscipula,20.95308,-89.67914
Caesalpinia,20.9529,-89.67921
Caesalpinia,20.95289,-89.67919
Caesalpinia,20.95274,-89.67909
Leucaena leucocephala,20.95285,-89.67907
Leucaena leucocephala,20.95307,-89.67898
Leucaena leucocephala,20.95287,-89.67883
Leucaena leucocephala,20.95283,-89.67895
Leucaena leucocephala,20.95274,-89.67898
Ehretia tinifolia,20.94941,-89.68002
Ehretia tinifolia,20.94941,-89.68002
Ehretia tinifolia,20.94938,-89.67995
Ehretia tinifolia,20.94924,-89.67992
Ehretia tinifolia,20.94901,-89.68012
Magnoliopsida,20.94731,-89.68333
Leucaena leucocephala,20.94723,-89.68337
Caesalpinia,20.94721,-89.68338
Leucaena leucocephala,20.94715,-89.68346
Caesalpinia,20.94712,-89.68346
Tecoma stans,20.94687,-89.68355
Thevetia peruviana,20.94676,-89.68356
Lonchocarpus punctatus,20.94669,-89.68358
Ceiba pentandra,20.94682,-89.6836
Tabebuia rosea,20.94701,-89.68372
Leucaena leucocephala,20.94713,-89.68355
Caesalpinia,20.94718,-89.68354
Leucaena leucocephala,20.94726,-89.68352
Leucaena leucocephala,20.94736,-89.68351
Leucaena leucocephala,20.94736,-89.68341
Cassia fistula,20.94737,-89.68378
Leucaena leucocephala,20.94724,-89.68371
Leucaena leucocephala,20.94721,-89.68371
Leucaena leucocephala,20.94721,-89.68371
Leucaena leucocephala,20.94719,-89.6837
Tabebuia rosea,20.94679,-89.68401
Lonchocarpus punctatus,20.95414,-89.69379
Bursera simaruba,20.95413,-89.69351
Tabebuia rosea,20.95368,-89.6932
Azadirachta indica,20.95363,-89.69348
Tecoma stans,20.95359,-89.69381
Mangifera indica,20.95361,-89.69395
Roystonea regia,20.95384,-89.69405
Piscidia piscipula,20.950559,-89.68893
Ceiba pentandra,20.95023,-89.68871
Roystonea regia,20.95055,-89.68904
Bourreria,20.95226,-89.68038
Lysiloma latisiliquum,20.95248,-89.68032
Piscidia piscipula,20.95258,-89.68038
Piscidia piscipula,20.95252,-89.68047
Piscidia piscipula,20.95255,-89.68056
Diospyros digyna,20.95245,-89.68069
Piscidia piscipula,20.9525,-89.68065
Piscidia piscipula,20.95264,-89.68063
Piscidia piscipula,20.95281,-89.68047
Piscidia piscipula,20.95267,-89.6805
Piscidia piscipula,20.95265,-89.68034
Piscidia piscipula,20.95274,-89.68034
Ehretia tinifolia,20.95289,-89.6802
Piscidia piscipula,20.95314,-89.67962
Bourreria,20.95292,-89.67953
Bourreria,20.95318,-89.67942
Piscidia piscipula,20.95311,-89.67944
Bursera simaruba,20.95304,-89.67938
Piscidia piscipula,20.95291,-89.67946
Piscidia piscipula,20.95287,-89.67938
Piscidia piscipula,20.95288,-89.67935
Piscidia piscipula,20.95296,-89.67933
Caesalpinia,20.95306,-89.6793
Piscidia piscipula,20.95301,-89.67917
Leucaena leucocephala,20.95282,-89.67917
Leucaena leucocephala,20.95284,-89.67902
Leucaena leucocephala,20.95302,-89.679
Leucaena leucocephala,20.95283,-89.67881
Caesalpinia,20.95272,-89.67888
Delonix regia,20.94936,-89.68008
Ehretia tinifolia,20.94939,-89.68
Ehretia tinifolia,20.94938,-89.6799
Ehretia tinifolia,20.94915,-89.67995
Ehretia tinifolia,20.9491,-89.68016
Leucaena leucocephala,20.94724,-89.68329
Leucaena leucocephala,20.94725,-89.68329
Bursera simaruba,20.94715,-89.68332
Pithecellobium dulce,20.9471,-89.68338
Bursera simaruba,20.94707,-89.6834
Lonchocarpus punctatus,20.94679,-89.68347
Plumeria rubra,20.9467,-89.68363
Tabebuia rosea,20.94691,-89.68376
Leucaena leucocephala,20.94708,-89.68359
Leucaena leucocephala,20.94714,-89.68364
Senegalia,20.94726,-89.68362
Leucaena leucocephala,20.94739,-89.68345
Leucaena leucocephala,20.94745,-89.68373
Magnoliopsida,20.9471,-89.68398
Tabebuia rosea,20.9469,-89.68406
Tecoma stans,20.95407,-89.69401
Morinda citrifolia,20.95405,-89.6936
Albizia lebbeck,20.95363,-89.69319
Tecoma stans,20.95358,-89.69357
Delonix regia,20.95355,-89.6937
Senna racemosa,20.95367,-89.694
Thevetia peruviana,20.95387,-89.69405
Lysiloma latisiliquum,20.95082,-89.68906
Ficus,20.95046,-89.68871
Ceiba pentandra,20.94994,-89.68892
Tecoma stans,20.95065,-89.68929
Tecoma stans,20.95227,-89.68061
Piscidia piscipula,20.95242,-89.68058
Piscidia piscipula,20.95238,-89.68061
Caesalpinia,20.95239,-89.68074
Bursera simaruba,20.95248,-89.68069
Senegalia,20.95249,-89.68069
Piscidia piscipula,20.95249,-89.68066
Piscidia piscipula,20.95255,-89.6807
Piscidia piscipula,20.95277,-89.68056
Cordia dodecandra,20.95299,-89.68047
Piscidia piscipula,20.95276,-89.6805
Piscidia piscipula,20.95275,-89.68048
Piscidia piscipula,20.95267,-89.68041
Piscidia piscipula,20.95266,-89.68037
Piscidia piscipula,20.95267,-89.68034
Piscidia piscipula,20.95267,-89.68029
Piscidia piscipula,20.95274,-89.68034
Piscidia piscipula,20.95279,-89.68031
Piscidia piscipula,20.95282,-89.6803
Ehretia tinifolia,20.95286,-89.68031
Piscidia piscipula,20.9532,-89.67956
Ehretia tinifolia,20.9532,-89.67965
Caesalpinia,20.95299,-89.67971
Piscidia piscipula,20.953,-89.67971
Lysiloma latisiliquum,20.95296,-89.67962
Piscidia piscipula,20.95303,-89.6795
Senegalia,20.95307,-89.67949
Piscidia piscipula,20.95316,-89.67935
Havardia,20.95316,-89.67933
Piscidia piscipula,20.95303,-89.67944
Magnoliopsida,20.95293,-89.67947
Piscidia piscipula,20.95285,-89.67936
Piscidia piscipula,20.95286,-89.67937
Caesalpinia,20.95288,-89.67937
Piscidia piscipula,20.95295,-89.67937
Piscidia piscipula,20.953,-89.6793
Caesalpinia,20.95306,-89.67928
Tecoma stans,20.95313,-89.67925
Senegalia,20.95303,-89.67913
Magnoliopsida,20.95289,-89.67912
Magnoliopsida,20.95287,-89.67912
Leucaena leucocephala,20.95278,-89.67921
Leucaena leucocephala,20.95284,-89.67899
Leucaena leucocephala,20.95299,-89.67897
Magnoliopsida,20.953,-89.67896
Leucaena leucocephala,20.95288,-89.67883
Magnoliopsida,20.95275,-89.67879
Leucaena leucocephala,20.95287,-89.67889
Magnoliopsida,20.95275,-89.67887
Piscidia piscipula,20.95274,-89.67891
Piscidia piscipula,20.95268,-89.67894
Annona squamosa,20.9495,-89.68026
Ehretia tinifolia,20.94944,-89.68001
Ehretia tinifolia,20.94943,-89.67998
Ehretia tinifolia,20.9494,-89.67995
Ehretia tinifolia,20.94936,-89.67993
Ehretia tinifolia,20.94926,-89.67988
Delonix regia,20.94925,-89.68002
Ehretia tinifolia,20.94914,-89.68018
Terminalia catappa,20.94917,-89.68022
Bursera simaruba,20.94737,-89.68335
Leucaena leucocephala,20.94724,-89.6833
Leucaena leucocephala,20.94723,-89.68325
Leucaena leucocephala,20.94721,-89.68324
Leucaena leucocephala,20.94715,-89.68324
Leucaena leucocephala,20.94715,-89.68325
Leucaena leucocephala,20.9471,-89.68327
Senegalia,20.94704,-89.68336
Leucaena leucocephala,20.94675,-89.68342
Moringa oleifera,20.94674,-89.68347
Bursera simaruba,20.94666,-89.68349
Pseudobombax ellipticum,20.94667,-89.68351
Bauhinia variegata,20.94678,-89.68369
Bauhinia variegata,20.94687,-89.68369
Leucaena leucocephala,20.94705,-89.68358
Acacia pennatula,20.94716,-89.68357
Piscidia piscipula,20.94719,-89.68359
Havardia,20.9472,-89.68358
Acacia pennatula,20.9473,-89.68357
Leucaena leucocephala,20.94733,-89.68359
Cordia dodecandra,20.94744,-89.68349
Swietenia macrophylla,20.94756,-89.68383
Bauhinia variegata,20.94733,-89.68385
Lonchocarpus punctatus,20.94731,-89.68399
Tabebuia rosea,20.94705,-89.68383
Tabebuia rosea,20.94698,-89.68398
Lonchocarpus punctatus,20.94686,-89.68396
Thevetia,20.9541,-89.69397
Morinda citrifolia,20.95405,-89.69373
Albizia lebbeck,20.95372,-89.69318
Piscidia piscipula,20.9537,-89.69326
Albizia lebbeck,20.95369,-89.69336
Delonix regia,20.95358,-89.69361
Annona muricata,20.95355,-89.69397
Citrus aurantium,20.95366,-89.69398
Citrus aurantium,20.95382,-89.69405
Ceiba pentandra,20.95111,-89.68874
Thevetia,20.9507,-89.68869
Piscidia piscipula,20.95059,-89.68866
Cassia fistula,20.95034,-89.68862
Enterolobium cyclocarpum,20.95029,-89.68861
Piscidia piscipula,20.9505,-89.68935
Bursera simaruba,20.94378,-89.69127
Bursera simaruba,20.95381,-89.69125
Bursera simaruba,20.94382,-89.69126
Dypsis,20.94397,-89.6913
Bursera simaruba,20.9442,-89.69133
Bursera simaruba,20.94425,-89.69141
Bursera simaruba,20.94434,-89.69136
Guazuma ulmifolia,20.94453,-89.69142
Cordia dodecandra,20.94466,-89.69146
Azadirachta indica,20.94491,-89.69146
Cordia dodecandra,20.94503,-89.69161
Leucaena leucocephala,20.94517,-89.69157
Leucaena leucocephala,20.94524,-89.69151
Leucaena leucocephala,20.94524,-89.69156
Piscidia piscipula,20.94521,-89.69172
Bursera simaruba,20.94517,-89.69167
Leucaena leucocephala,20.94515,-89.69162
Cordia dodecandra,20.94506,-89.69174
Cordia dodecandra,20.94504,-89.69177
Cedrela odorata,20.94486,-89.69179
Tecoma stans,20.94468,-89.69172
Sabal mexicana,20.94462,-89.69166
Crescentia cujete,20.94454,-89.69159
Cedrela odorata,20.94435,-89.69165
Maclura tinctoria,20.94382,-89.69154
Tabebuia rosea,20.94332,-89.69676
Swietenia macrophylla,20.94324,-89.69676
Ceiba pentandra,20.94317,-89.69674
Bursera simaruba,20.94305,-89.69668
Ceiba pentandra,20.93715,-89.69254
Thevetia,20.93717,-89.69261
Tecoma stans,20.93711,-89.69283
Tecoma stans,20.93708,-89.69289
Ceiba pentandra,20.93699,-89.69288
Plumeria rubra,20.93689,-89.6929
Bursera simaruba,20.93692,-89.69313
Plumeria rubra,20.93691,-89.69313
Bursera simaruba,20.93677,-89.69319
Samanea saman,20.93709,-89.69324
Magnoliopsida,20.93656,-89.69074
Roystonea regia,20.93662,-89.69068
Caesalpinia,20.93662,-89.69061
Azadirachta indica,20.93668,-89.69058
Senna racemosa,20.93672,-89.69055
Lonchocarpus punctatus,20.93675,-89.6904
Roystonea regia,20.9367,-89.69035
Magnoliopsida,20.93664,-89.69037
Senna racemosa,20.93652,-89.69039
Roystonea regia,20.93652,-89.69034
Caesalpinia,20.93644,-89.69045
Azadirachta indica,20.93641,-89.69041
Caesalpinia,20.93637,-89.69041
Roystonea regia,20.93631,-89.6904
Tabebuia rosea,20.93628,-89.69052
Roystonea regia,20.93619,-89.69055
Alvaradoa amorphoides,20.93628,-89.69058
Roystonea regia,20.93628,-89.69063
Lonchocarpus punctatus,20.93639,-89.69064
Caesalpinia,20.93646,-89.6907
Washingtonia robusta,20.93652,-89.69061
Tecoma stans,20.93659,-89.69061
Bursera simaruba,20.94381,-89.69132
Bursera simaruba,20.94387,-89.69138
Dypsis,20.94405,-89.69132
Bursera simaruba,20.94414,-89.69134
Cordia dodecandra,20.9442,-89.69146
Sabal mexicana,20.94418,-89.69144
Ceiba pentandra,20.94425,-89.69148
Tabebuia rosea,20.94434,-89.69144
Cordia dodecandra,20.94449,-89.69149
Bursera simaruba,20.94453,-89.6915
Tabebuia rosea,20.94468,-89.6914
Cordia dodecandra,20.9449,-89.69138
Cordia dodecandra,20.94503,-89.69157
Leucaena leucocephala,20.94515,-89.6916
Leucaena leucocephala,20.94526,-89.69157
Leucaena leucocephala,20.94535,-89.69162
Leucaena leucocephala,20.94531,-89.6917
Leucaena leucocephala,20.94531,-89.69173
Leucaena leucocephala,20.94525,-89.69182
Bursera simaruba,20.94521,-89.69181
Bursera simaruba,20.94516,-89.69177
Leucaena leucocephala,20.94515,-89.69173
Bursera simaruba,20.94498,-89.69178
Bursera simaruba,20.94484,-89.69175
Tabebuia rosea,20.94461,-89.69164
Guazuma ulmifolia,20.94457,-89.69161
Tabebuia rosea,20.94452,-89.69163
Lonchocarpus punctatus,20.94431,-89.69162
Cordia dodecandra,20.94375,-89.69151
Bursera simaruba,20.94327,-89.69674
Ceiba pentandra,20.94314,-89.69672
Swietenia macrophylla,20.94304,-89.69675
Tecoma stans,20.93705,-89.69262
Plumeria rubra,20.93695,-89.69281
Magnoliopsida,20.93692,-89.69292
Bursera simaruba,20.93689,-89.69302
Bursera simaruba,20.93678,-89.69311
Thevetia peruviana,20.93678,-89.69337
Magnoliopsida,20.93708,-89.69341
Magnoliopsida,20.9371,-89.69322
Caesalpinia,20.9366,-89.6907
Tabebuia rosea,20.93666,-89.69063
Roystonea regia,20.9367,-89.69061
Azadirachta indica,20.93669,-89.69051
Roystonea regia,20.93677,-89.69042
Magnoliopsida,20.93677,-89.69039
Magnoliopsida,20.9367,-89.69035
Azadirachta indica,20.93666,-89.69036
Azadirachta indica,20.93661,-89.69039
Azadirachta indica,20.93652,-89.69035
Tabebuia rosea,20.93644,-89.69044
Tabebuia rosea,20.93641,-89.69048
Roystonea regia,20.93636,-89.69046
Thevetia peruviana,20.9363,-89.69046
Vitex,20.93623,-89.69048
Roystonea regia,20.93622,-89.69057
Bursera simaruba,20.93625,-89.6906
Caesalpinia,20.93631,-89.69065
Roystonea regia,20.93641,-89.6907
Roystonea regia,20.93645,-89.69073
Caesalpinia,20.9365,-89.6907
Caesalpinia,20.93655,-89.69072
Bursera simaruba,20.94407,-89.69131
Bursera simaruba,20.9443,-89.69133
Tabebuia rosea,20.94432,-89.69139
Cedrela odorata,20.94433,-89.69141
Bursera simaruba,20.94447,-89.69134
Cordia dodecandra,20.94454,-89.69141
Maclura tinctoria,20.94464,-89.69144
Sabal mexicana,20.94469,-89.69144
Bursera simaruba,20.94483,-89.69142
Piscidia piscipula,20.94503,-89.69147
Bursera simaruba,20.94514,-89.69147
Delonix regia,20.94529,-89.69154
Bursera simaruba,20.9454,-89.69161
Leucaena leucocephala,20.94529,-89.69162
Leucaena leucocephala,20.94525,-89.69168
Leucaena leucocephala,20.94527,-89.6918
Leucaena leucocephala,20.94521,-89.69184
Leucaena leucocephala,20.94519,-89.69183
Leucaena leucocephala,20.94517,-89.69183
Leucaena leucocephala,20.94514,-89.69181
Piscidia piscipula,20.94505,-89.69184
Caesalpinia pulcherrima,20.94497,-89.69167
Pseudobombax ellipticum,20.94481,-89.69161
Maclura tinctoria,20.94462,-89.69163
Parmentiera aculeata,20.94453,-89.69157
Pouteria,20.94447,-89.69157
Parmentiera aculeata,20.94377,-89.69152
Simarouba glauca,20.9434,-89.69672
Bursera simaruba,20.94316,-89.69683
Bursera simaruba,20.94314,-89.69682
Bursera simaruba,20.94308,-89.6967
Bursera simaruba,20.94303,-89.69667
Tabebuia rosea,20.93718,-89.6925
Guazuma ulmifolia,20.93716,-89.69277
Senna racemosa,20.93714,-89.69294
Albizia lebbeck,20.93713,-89.69299
Plumeria rubra,20.93695,-89.69299
Tabebuia rosea,20.93701,-89.69311
Ceiba pentandra,20.93701,-89.69316
Albizia lebbeck,20.93707,-89.69344
Samanea saman,20.93706,-89.69331
Bursera simaruba,20.93656,-89.69077
Platymiscium,20.9366,-89.69067
Magnoliopsida,20.93669,-89.6906
Vitex,20.93668,-89.69058
Lonchocarpus punctatus,20.93674,-89.69046
Tabebuia rosea,20.93674,-89.69041
Washingtonia robusta,20.93675,-89.69036
Washingtonia robusta,20.93672,-89.69034
Lonchocarpus punctatus,20.93665,-89.69035
Ceiba pentandra,20.9366,-89.69044
Alvaradoa amorphoides,20.93656,-89.69056
Alvaradoa amorphoides,20.93649,-89.69051
Tabebuia rosea,20.93649,-89.69051
Lonchocarpus punctatus,20.93634,-89.69044
Vitex,20.93629,-89.69043
Magnoliopsida,20.93623,-89.69049
Roystonea regia,20.9361,-89.69054
Magnoliopsida,20.93625,-89.69056
Lonchocarpus punctatus,20.93635,-89.69061
Tabebuia rosea,20.93642,-89.69062
Caesalpinia,20.9365,-89.69064
Washingtonia robusta,20.93653,-89.69061
Sabal mexicana,20.94426,-89.69141
Bursera simaruba,20.94449,-89.69144
Enterolobium cyclocarpum,20.94454,-89.69146
Thevetia,20.94499,-89.69152
Bursera simaruba,20.94512,-89.69148
Leucaena leucocephala,20.94534,-89.6916
Bursera simaruba,20.94535,-89.6917
Piscidia piscipula,20.94536,-89.6918
Caesalpinia,20.94535,-89.69181
Leucaena leucocephala,20.94523,-89.69178
Leucaena leucocephala,20.94515,-89.69173
Leucaena leucocephala,20.94514,-89.69173
Pseudobombax ellipticum,20.94478,-89.69167
Cedrela odorata,20.94462,-89.69165
Guazuma ulmifolia,20.94459,-89.69162
Cordia dodecandra,20.94451,-89.69157
Tabebuia rosea,20.94399,-89.69162
Cordia dodecandra,20.94374,-89.69154
Tabebuia rosea,20.94333,-89.69675
Bursera simaruba,20.94327,-89.6967
Bursera simaruba,20.9432,-89.69678
